ind	alt	id	set	choice	brand1	brand2	cap1	cap2	price1	price2	filter	therm	ch
166	2	21	6	2	0	0	0	1	0	1	0	0	1
166	3	21	6	2	1	0	1	0	0	1	1	0	0
167	1	21	7	1	1	0	0	0	0	0	0	0	1
167	2	21	7	1	0	0	1	0	0	0	0	1	0
167	3	21	7	1	1	0	1	0	0	1	1	0	0
168	1	21	8	1	0	1	0	0	0	1	0	1	1
168	2	21	8	1	0	1	0	1	0	0	1	0	0
168	3	21	8	1	1	0	1	0	0	1	1	0	0
169	1	22	1	2	1	0	0	1	0	1	1	0	0
169	2	22	1	2	0	1	0	0	0	1	1	1	1
169	3	22	1	2	1	0	1	0	0	1	1	0	0
170	1	22	2	2	0	1	1	0	0	1	0	0	0
170	2	22	2	2	0	0	0	1	0	1	1	1	1
170	3	22	2	2	1	0	1	0	0	1	1	0	0
171	1	22	3	1	0	1	0	1	1	0	0	0	1
171	2	22	3	1	0	1	0	1	0	0	1	1	0
171	3	22	3	1	1	0	1	0	0	1	1	0	0
172	1	22	4	1	1	0	1	0	1	0	1	1	1
172	2	22	4	1	0	1	0	1	1	0	0	1	0
172	3	22	4	1	1	0	1	0	0	1	1	0	0
173	1	22	5	2	1	0	0	1	0	1	0	1	0
173	2	22	5	2	0	0	0	0	1	0	1	0	1
173	3	22	5	2	1	0	1	0	0	1	1	0	0
174	1	22	6	2	0	1	1	0	0	1	1	0	0
174	2	22	6	2	0	0	0	1	0	1	0	0	1
174	3	22	6	2	1	0	1	0	0	1	1	0	0
175	1	22	7	1	1	0	0	0	0	0	0	0	1
175	2	22	7	1	0	0	1	0	0	0	0	1	0
175	3	22	7	1	1	0	1	0	0	1	1	0	0
176	1	22	8	2	0	1	0	0	0	1	0	1	0
176	2	22	8	2	0	1	0	1	0	0	1	0	1
176	3	22	8	2	1	0	1	0	0	1	1	0	0
177	1	23	1	2	1	0	0	1	0	1	1	0	0
177	2	23	1	2	0	1	0	0	0	1	1	1	1
177	3	23	1	2	1	0	1	0	0	1	1	0	0
178	1	23	2	2	0	1	1	0	0	1	0	0	0
178	2	23	2	2	0	0	0	1	0	1	1	1	1
178	3	23	2	2	1	0	1	0	0	1	1	0	0
179	1	23	3	2	0	1	0	1	1	0	0	0	0
179	2	23	3	2	0	1	0	1	0	0	1	1	1
179	3	23	3	2	1	0	1	0	0	1	1	0	0
180	1	23	4	1	1	0	1	0	1	0	1	1	1
180	2	23	4	1	0	1	0	1	1	0	0	1	0
180	3	23	4	1	1	0	1	0	0	1	1	0	0
181	1	23	5	1	1	0	0	1	0	1	0	1	1
181	2	23	5	1	0	0	0	0	1	0	1	0	0
181	3	23	5	1	1	0	1	0	0	1	1	0	0
182	1	23	6	2	0	1	1	0	0	1	1	0	0
182	2	23	6	2	0	0	0	1	0	1	0	0	1
182	3	23	6	2	1	0	1	0	0	1	1	0	0
183	1	23	7	1	1	0	0	0	0	0	0	0	1
183	2	23	7	1	0	0	1	0	0	0	0	1	0
183	3	23	7	1	1	0	1	0	0	1	1	0	0
184	1	23	8	1	0	1	0	0	0	1	0	1	1
184	2	23	8	1	0	1	0	1	0	0	1	0	0
184	3	23	8	1	1	0	1	0	0	1	1	0	0
185	1	24	1	2	1	0	0	1	0	1	1	0	0
185	2	24	1	2	0	1	0	0	0	1	1	1	1
185	3	24	1	2	1	0	1	0	0	1	1	0	0
186	1	24	2	2	0	1	1	0	0	1	0	0	0
186	2	24	2	2	0	0	0	1	0	1	1	1	1
186	3	24	2	2	1	0	1	0	0	1	1	0	0
187	1	24	3	1	0	1	0	1	1	0	0	0	1
187	2	24	3	1	0	1	0	1	0	0	1	1	0
187	3	24	3	1	1	0	1	0	0	1	1	0	0
188	1	24	4	2	1	0	1	0	1	0	1	1	0
188	2	24	4	2	0	1	0	1	1	0	0	1	1
188	3	24	4	2	1	0	1	0	0	1	1	0	0
189	1	24	5	2	1	0	0	1	0	1	0	1	0
189	2	24	5	2	0	0	0	0	1	0	1	0	1
189	3	24	5	2	1	0	1	0	0	1	1	0	0
190	1	24	6	2	0	1	1	0	0	1	1	0	0
190	2	24	6	2	0	0	0	1	0	1	0	0	1
190	3	24	6	2	1	0	1	0	0	1	1	0	0
191	1	24	7	1	1	0	0	0	0	0	0	0	1
191	2	24	7	1	0	0	1	0	0	0	0	1	0
191	3	24	7	1	1	0	1	0	0	1	1	0	0
192	1	24	8	1	0	1	0	0	0	1	0	1	1
192	2	24	8	1	0	1	0	1	0	0	1	0	0
192	3	24	8	1	1	0	1	0	0	1	1	0	0
193	1	25	1	2	1	0	0	1	0	1	1	0	0
193	2	25	1	2	0	1	0	0	0	1	1	1	1
193	3	25	1	2	1	0	1	0	0	1	1	0	0
194	1	25	2	2	0	1	1	0	0	1	0	0	0
194	2	25	2	2	0	0	0	1	0	1	1	1	1
194	3	25	2	2	1	0	1	0	0	1	1	0	0
195	1	25	3	1	0	1	0	1	1	0	0	0	1
195	2	25	3	1	0	1	0	1	0	0	1	1	0
195	3	25	3	1	1	0	1	0	0	1	1	0	0
196	1	25	4	2	1	0	1	0	1	0	1	1	0
196	2	25	4	2	0	1	0	1	1	0	0	1	1
196	3	25	4	2	1	0	1	0	0	1	1	0	0
197	1	25	5	2	1	0	0	1	0	1	0	1	0
197	2	25	5	2	0	0	0	0	1	0	1	0	1
197	3	25	5	2	1	0	1	0	0	1	1	0	0
198	1	25	6	3	0	1	1	0	0	1	1	0	0
198	2	25	6	3	0	0	0	1	0	1	0	0	0
198	3	25	6	3	1	0	1	0	0	1	1	0	1
199	1	25	7	1	1	0	0	0	0	0	0	0	1
199	2	25	7	1	0	0	1	0	0	0	0	1	0
199	3	25	7	1	1	0	1	0	0	1	1	0	0
200	1	25	8	2	0	1	0	0	0	1	0	1	0
200	2	25	8	2	0	1	0	1	0	0	1	0	1
200	3	25	8	2	1	0	1	0	0	1	1	0	0
201	1	26	1	2	1	0	0	1	0	1	1	0	0
201	2	26	1	2	0	1	0	0	0	1	1	1	1
201	3	26	1	2	1	0	1	0	0	1	1	0	0
202	1	26	2	2	0	1	1	0	0	1	0	0	0
202	2	26	2	2	0	0	0	1	0	1	1	1	1
202	3	26	2	2	1	0	1	0	0	1	1	0	0
203	1	26	3	3	0	1	0	1	1	0	0	0	0
203	2	26	3	3	0	1	0	1	0	0	1	1	0
203	3	26	3	3	1	0	1	0	0	1	1	0	1
204	1	26	4	1	1	0	1	0	1	0	1	1	1
204	2	26	4	1	0	1	0	1	1	0	0	1	0
204	3	26	4	1	1	0	1	0	0	1	1	0	0
205	1	26	5	2	1	0	0	1	0	1	0	1	0
205	2	26	5	2	0	0	0	0	1	0	1	0	1
205	3	26	5	2	1	0	1	0	0	1	1	0	0
206	1	26	6	3	0	1	1	0	0	1	1	0	0
206	2	26	6	3	0	0	0	1	0	1	0	0	0
206	3	26	6	3	1	0	1	0	0	1	1	0	1
207	1	26	7	3	1	0	0	0	0	0	0	0	0
207	2	26	7	3	0	0	1	0	0	0	0	1	0
207	3	26	7	3	1	0	1	0	0	1	1	0	1
208	1	26	8	3	0	1	0	0	0	1	0	1	0
208	2	26	8	3	0	1	0	1	0	0	1	0	0
208	3	26	8	3	1	0	1	0	0	1	1	0	1
209	1	27	1	2	1	0	0	1	0	1	1	0	0
209	2	27	1	2	0	1	0	0	0	1	1	1	1
209	3	27	1	2	1	0	1	0	0	1	1	0	0
210	1	27	2	3	0	1	1	0	0	1	0	0	0
210	2	27	2	3	0	0	0	1	0	1	1	1	0
210	3	27	2	3	1	0	1	0	0	1	1	0	1
211	1	27	3	1	0	1	0	1	1	0	0	0	1
211	2	27	3	1	0	1	0	1	0	0	1	1	0
211	3	27	3	1	1	0	1	0	0	1	1	0	0
212	1	27	4	2	1	0	1	0	1	0	1	1	0
212	2	27	4	2	0	1	0	1	1	0	0	1	1
212	3	27	4	2	1	0	1	0	0	1	1	0	0
213	1	27	5	2	1	0	0	1	0	1	0	1	0
213	2	27	5	2	0	0	0	0	1	0	1	0	1
213	3	27	5	2	1	0	1	0	0	1	1	0	0
214	1	27	6	3	0	1	1	0	0	1	1	0	0
214	2	27	6	3	0	0	0	1	0	1	0	0	0
214	3	27	6	3	1	0	1	0	0	1	1	0	1
215	1	27	7	3	1	0	0	0	0	0	0	0	0
215	2	27	7	3	0	0	1	0	0	0	0	1	0
215	3	27	7	3	1	0	1	0	0	1	1	0	1
216	1	27	8	2	0	1	0	0	0	1	0	1	0
216	2	27	8	2	0	1	0	1	0	0	1	0	1
216	3	27	8	2	1	0	1	0	0	1	1	0	0
217	1	28	1	2	1	0	0	1	0	1	1	0	0
217	2	28	1	2	0	1	0	0	0	1	1	1	1
217	3	28	1	2	1	0	1	0	0	1	1	0	0
218	1	28	2	3	0	1	1	0	0	1	0	0	0
218	2	28	2	3	0	0	0	1	0	1	1	1	0
218	3	28	2	3	1	0	1	0	0	1	1	0	1
219	1	28	3	2	0	1	0	1	1	0	0	0	0
219	2	28	3	2	0	1	0	1	0	0	1	1	1
219	3	28	3	2	1	0	1	0	0	1	1	0	0
220	1	28	4	2	1	0	1	0	1	0	1	1	0
220	2	28	4	2	0	1	0	1	1	0	0	1	1
220	3	28	4	2	1	0	1	0	0	1	1	0	0
221	1	28	5	1	1	0	0	1	0	1	0	1	1
221	2	28	5	1	0	0	0	0	1	0	1	0	0
221	3	28	5	1	1	0	1	0	0	1	1	0	0
222	1	28	6	2	0	1	1	0	0	1	1	0	0
222	2	28	6	2	0	0	0	1	0	1	0	0	1
222	3	28	6	2	1	0	1	0	0	1	1	0	0
223	1	28	7	2	1	0	0	0	0	0	0	0	0
223	2	28	7	2	0	0	1	0	0	0	0	1	1
223	3	28	7	2	1	0	1	0	0	1	1	0	0
224	1	28	8	1	0	1	0	0	0	1	0	1	1
224	2	28	8	1	0	1	0	1	0	0	1	0	0
224	3	28	8	1	1	0	1	0	0	1	1	0	0
225	1	29	1	1	1	0	0	1	0	1	1	0	1
225	2	29	1	1	0	1	0	0	0	1	1	1	0
225	3	29	1	1	1	0	1	0	0	1	1	0	0
226	1	29	2	2	0	1	1	0	0	1	0	0	0
226	2	29	2	2	0	0	0	1	0	1	1	1	1
226	3	29	2	2	1	0	1	0	0	1	1	0	0
227	1	29	3	2	0	1	0	1	1	0	0	0	0
227	2	29	3	2	0	1	0	1	0	0	1	1	1
227	3	29	3	2	1	0	1	0	0	1	1	0	0
228	1	29	4	2	1	0	1	0	1	0	1	1	0
228	2	29	4	2	0	1	0	1	1	0	0	1	1
228	3	29	4	2	1	0	1	0	0	1	1	0	0
229	1	29	5	1	1	0	0	1	0	1	0	1	1
229	2	29	5	1	0	0	0	0	1	0	1	0	0
229	3	29	5	1	1	0	1	0	0	1	1	0	0
230	1	29	6	2	0	1	1	0	0	1	1	0	0
230	2	29	6	2	0	0	0	1	0	1	0	0	1
230	3	29	6	2	1	0	1	0	0	1	1	0	0
231	1	29	7	2	1	0	0	0	0	0	0	0	0
231	2	29	7	2	0	0	1	0	0	0	0	1	1
231	3	29	7	2	1	0	1	0	0	1	1	0	0
232	1	29	8	2	0	1	0	0	0	1	0	1	0
232	2	29	8	2	0	1	0	1	0	0	1	0	1
232	3	29	8	2	1	0	1	0	0	1	1	0	0
233	1	30	1	2	1	0	0	1	0	1	1	0	0
233	2	30	1	2	0	1	0	0	0	1	1	1	1
233	3	30	1	2	1	0	1	0	0	1	1	0	0
234	1	30	2	2	0	1	1	0	0	1	0	0	0
234	2	30	2	2	0	0	0	1	0	1	1	1	1
234	3	30	2	2	1	0	1	0	0	1	1	0	0
235	1	30	3	3	0	1	0	1	1	0	0	0	0
235	2	30	3	3	0	1	0	1	0	0	1	1	0
235	3	30	3	3	1	0	1	0	0	1	1	0	1
236	1	30	4	2	1	0	1	0	1	0	1	1	0
236	2	30	4	2	0	1	0	1	1	0	0	1	1
236	3	30	4	2	1	0	1	0	0	1	1	0	0
237	1	30	5	2	1	0	0	1	0	1	0	1	0
237	2	30	5	2	0	0	0	0	1	0	1	0	1
237	3	30	5	2	1	0	1	0	0	1	1	0	0
238	1	30	6	3	0	1	1	0	0	1	1	0	0
238	2	30	6	3	0	0	0	1	0	1	0	0	0
238	3	30	6	3	1	0	1	0	0	1	1	0	1
239	1	30	7	3	1	0	0	0	0	0	0	0	0
239	2	30	7	3	0	0	1	0	0	0	0	1	0
239	3	30	7	3	1	0	1	0	0	1	1	0	1
240	1	30	8	2	0	1	0	0	0	1	0	1	0
240	2	30	8	2	0	1	0	1	0	0	1	0	1
240	3	30	8	2	1	0	1	0	0	1	1	0	0
241	1	31	1	2	1	0	0	1	0	1	1	0	0
241	2	31	1	2	0	1	0	0	0	1	1	1	1
241	3	31	1	2	1	0	1	0	0	1	1	0	0
242	1	31	2	2	0	1	1	0	0	1	0	0	0
242	2	31	2	2	0	0	0	1	0	1	1	1	1
242	3	31	2	2	1	0	1	0	0	1	1	0	0
243	1	31	3	2	0	1	0	1	1	0	0	0	0
243	2	31	3	2	0	1	0	1	0	0	1	1	1
243	3	31	3	2	1	0	1	0	0	1	1	0	0
244	1	31	4	2	1	0	1	0	1	0	1	1	0
244	2	31	4	2	0	1	0	1	1	0	0	1	1
244	3	31	4	2	1	0	1	0	0	1	1	0	0
245	1	31	5	1	1	0	0	1	0	1	0	1	1
245	2	31	5	1	0	0	0	0	1	0	1	0	0
245	3	31	5	1	1	0	1	0	0	1	1	0	0
246	1	31	6	2	0	1	1	0	0	1	1	0	0
246	2	31	6	2	0	0	0	1	0	1	0	0	1
246	3	31	6	2	1	0	1	0	0	1	1	0	0
247	1	31	7	1	1	0	0	0	0	0	0	0	1
247	2	31	7	1	0	0	1	0	0	0	0	1	0
247	3	31	7	1	1	0	1	0	0	1	1	0	0
248	1	31	8	1	0	1	0	0	0	1	0	1	1
248	2	31	8	1	0	1	0	1	0	0	1	0	0
248	3	31	8	1	1	0	1	0	0	1	1	0	0
249	1	32	1	2	1	0	0	1	0	1	1	0	0
249	2	32	1	2	0	1	0	0	0	1	1	1	1
249	3	32	1	2	1	0	1	0	0	1	1	0	0
250	1	32	2	2	0	1	1	0	0	1	0	0	0
250	2	32	2	2	0	0	0	1	0	1	1	1	1
250	3	32	2	2	1	0	1	0	0	1	1	0	0
251	1	32	3	1	0	1	0	1	1	0	0	0	1
251	2	32	3	1	0	1	0	1	0	0	1	1	0
251	3	32	3	1	1	0	1	0	0	1	1	0	0
252	1	32	4	2	1	0	1	0	1	0	1	1	0
252	2	32	4	2	0	1	0	1	1	0	0	1	1
252	3	32	4	2	1	0	1	0	0	1	1	0	0
253	1	32	5	1	1	0	0	1	0	1	0	1	1
253	2	32	5	1	0	0	0	0	1	0	1	0	0
253	3	32	5	1	1	0	1	0	0	1	1	0	0
254	1	32	6	2	0	1	1	0	0	1	1	0	0
254	2	32	6	2	0	0	0	1	0	1	0	0	1
254	3	32	6	2	1	0	1	0	0	1	1	0	0
255	1	32	7	3	1	0	0	0	0	0	0	0	0
255	2	32	7	3	0	0	1	0	0	0	0	1	0
255	3	32	7	3	1	0	1	0	0	1	1	0	1
256	1	32	8	1	0	1	0	0	0	1	0	1	1
256	2	32	8	1	0	1	0	1	0	0	1	0	0
256	3	32	8	1	1	0	1	0	0	1	1	0	0
257	1	33	1	3	1	0	0	1	0	1	1	0	0
257	2	33	1	3	0	1	0	0	0	1	1	1	0
257	3	33	1	3	1	0	1	0	0	1	1	0	1
258	1	33	2	3	0	1	1	0	0	1	0	0	0
258	2	33	2	3	0	0	0	1	0	1	1	1	0
258	3	33	2	3	1	0	1	0	0	1	1	0	1
259	1	33	3	1	0	1	0	1	1	0	0	0	1
259	2	33	3	1	0	1	0	1	0	0	1	1	0
259	3	33	3	1	1	0	1	0	0	1	1	0	0
260	1	33	4	2	1	0	1	0	1	0	1	1	0
260	2	33	4	2	0	1	0	1	1	0	0	1	1
260	3	33	4	2	1	0	1	0	0	1	1	0	0
261	1	33	5	2	1	0	0	1	0	1	0	1	0
261	2	33	5	2	0	0	0	0	1	0	1	0	1
261	3	33	5	2	1	0	1	0	0	1	1	0	0
262	1	33	6	3	0	1	1	0	0	1	1	0	0
262	2	33	6	3	0	0	0	1	0	1	0	0	0
262	3	33	6	3	1	0	1	0	0	1	1	0	1
263	1	33	7	3	1	0	0	0	0	0	0	0	0
263	2	33	7	3	0	0	1	0	0	0	0	1	0
263	3	33	7	3	1	0	1	0	0	1	1	0	1
264	1	33	8	3	0	1	0	0	0	1	0	1	0
264	2	33	8	3	0	1	0	1	0	0	1	0	0
264	3	33	8	3	1	0	1	0	0	1	1	0	1
265	1	34	1	1	1	0	0	1	0	1	1	0	1
265	2	34	1	1	0	1	0	0	0	1	1	1	0
265	3	34	1	1	1	0	1	0	0	1	1	0	0
266	1	34	2	2	0	1	1	0	0	1	0	0	0
266	2	34	2	2	0	0	0	1	0	1	1	1	1
266	3	34	2	2	1	0	1	0	0	1	1	0	0
267	1	34	3	2	0	1	0	1	1	0	0	0	0
267	2	34	3	2	0	1	0	1	0	0	1	1	1
267	3	34	3	2	1	0	1	0	0	1	1	0	0
268	1	34	4	2	1	0	1	0	1	0	1	1	0
268	2	34	4	2	0	1	0	1	1	0	0	1	1
268	3	34	4	2	1	0	1	0	0	1	1	0	0
269	1	34	5	1	1	0	0	1	0	1	0	1	1
269	2	34	5	1	0	0	0	0	1	0	1	0	0
269	3	34	5	1	1	0	1	0	0	1	1	0	0
270	1	34	6	3	0	1	1	0	0	1	1	0	0
270	2	34	6	3	0	0	0	1	0	1	0	0	0
270	3	34	6	3	1	0	1	0	0	1	1	0	1
271	1	34	7	1	1	0	0	0	0	0	0	0	1
271	2	34	7	1	0	0	1	0	0	0	0	1	0
271	3	34	7	1	1	0	1	0	0	1	1	0	0
272	1	34	8	1	0	1	0	0	0	1	0	1	1
272	2	34	8	1	0	1	0	1	0	0	1	0	0
272	3	34	8	1	1	0	1	0	0	1	1	0	0
273	1	35	1	2	1	0	0	1	0	1	1	0	0
273	2	35	1	2	0	1	0	0	0	1	1	1	1
273	3	35	1	2	1	0	1	0	0	1	1	0	0
274	1	35	2	2	0	1	1	0	0	1	0	0	0
274	2	35	2	2	0	0	0	1	0	1	1	1	1
274	3	35	2	2	1	0	1	0	0	1	1	0	0
275	1	35	3	2	0	1	0	1	1	0	0	0	0
275	2	35	3	2	0	1	0	1	0	0	1	1	1
275	3	35	3	2	1	0	1	0	0	1	1	0	0
276	1	35	4	2	1	0	1	0	1	0	1	1	0
276	2	35	4	2	0	1	0	1	1	0	0	1	1
276	3	35	4	2	1	0	1	0	0	1	1	0	0
277	1	35	5	1	1	0	0	1	0	1	0	1	1
277	2	35	5	1	0	0	0	0	1	0	1	0	0
277	3	35	5	1	1	0	1	0	0	1	1	0	0
278	1	35	6	2	0	1	1	0	0	1	1	0	0
278	2	35	6	2	0	0	0	1	0	1	0	0	1
278	3	35	6	2	1	0	1	0	0	1	1	0	0
279	1	35	7	1	1	0	0	0	0	0	0	0	1
279	2	35	7	1	0	0	1	0	0	0	0	1	0
279	3	35	7	1	1	0	1	0	0	1	1	0	0
280	1	35	8	1	0	1	0	0	0	1	0	1	1
280	2	35	8	1	0	1	0	1	0	0	1	0	0
280	3	35	8	1	1	0	1	0	0	1	1	0	0
281	1	36	1	2	1	0	0	1	0	1	1	0	0
281	2	36	1	2	0	1	0	0	0	1	1	1	1
281	3	36	1	2	1	0	1	0	0	1	1	0	0
282	1	36	2	2	0	1	1	0	0	1	0	0	0
282	2	36	2	2	0	0	0	1	0	1	1	1	1
282	3	36	2	2	1	0	1	0	0	1	1	0	0
283	1	36	3	2	0	1	0	1	1	0	0	0	0
283	2	36	3	2	0	1	0	1	0	0	1	1	1
283	3	36	3	2	1	0	1	0	0	1	1	0	0
284	1	36	4	1	1	0	1	0	1	0	1	1	1
284	2	36	4	1	0	1	0	1	1	0	0	1	0
284	3	36	4	1	1	0	1	0	0	1	1	0	0
285	1	36	5	2	1	0	0	1	0	1	0	1	0
285	2	36	5	2	0	0	0	0	1	0	1	0	1
285	3	36	5	2	1	0	1	0	0	1	1	0	0
286	1	36	6	2	0	1	1	0	0	1	1	0	0
286	2	36	6	2	0	0	0	1	0	1	0	0	1
286	3	36	6	2	1	0	1	0	0	1	1	0	0
287	1	36	7	1	1	0	0	0	0	0	0	0	1
287	2	36	7	1	0	0	1	0	0	0	0	1	0
287	3	36	7	1	1	0	1	0	0	1	1	0	0
288	1	36	8	2	0	1	0	0	0	1	0	1	0
288	2	36	8	2	0	1	0	1	0	0	1	0	1
288	3	36	8	2	1	0	1	0	0	1	1	0	0
289	1	37	1	2	1	0	0	1	0	1	1	0	0
289	2	37	1	2	0	1	0	0	0	1	1	1	1
289	3	37	1	2	1	0	1	0	0	1	1	0	0
290	1	37	2	2	0	1	1	0	0	1	0	0	0
290	2	37	2	2	0	0	0	1	0	1	1	1	1
290	3	37	2	2	1	0	1	0	0	1	1	0	0
291	1	37	3	1	0	1	0	1	1	0	0	0	1
291	2	37	3	1	0	1	0	1	0	0	1	1	0
291	3	37	3	1	1	0	1	0	0	1	1	0	0
292	1	37	4	2	1	0	1	0	1	0	1	1	0
292	2	37	4	2	0	1	0	1	1	0	0	1	1
292	3	37	4	2	1	0	1	0	0	1	1	0	0
293	1	37	5	2	1	0	0	1	0	1	0	1	0
293	2	37	5	2	0	0	0	0	1	0	1	0	1
293	3	37	5	2	1	0	1	0	0	1	1	0	0
294	1	37	6	2	0	1	1	0	0	1	1	0	0
294	2	37	6	2	0	0	0	1	0	1	0	0	1
294	3	37	6	2	1	0	1	0	0	1	1	0	0
295	1	37	7	3	1	0	0	0	0	0	0	0	0
295	2	37	7	3	0	0	1	0	0	0	0	1	0
295	3	37	7	3	1	0	1	0	0	1	1	0	1
296	1	37	8	1	0	1	0	0	0	1	0	1	1
296	2	37	8	1	0	1	0	1	0	0	1	0	0
296	3	37	8	1	1	0	1	0	0	1	1	0	0
297	1	38	1	2	1	0	0	1	0	1	1	0	0
297	2	38	1	2	0	1	0	0	0	1	1	1	1
297	3	38	1	2	1	0	1	0	0	1	1	0	0
298	1	38	2	2	0	1	1	0	0	1	0	0	0
298	2	38	2	2	0	0	0	1	0	1	1	1	1
298	3	38	2	2	1	0	1	0	0	1	1	0	0
299	1	38	3	1	0	1	0	1	1	0	0	0	1
299	2	38	3	1	0	1	0	1	0	0	1	1	0
299	3	38	3	1	1	0	1	0	0	1	1	0	0
300	1	38	4	2	1	0	1	0	1	0	1	1	0
300	2	38	4	2	0	1	0	1	1	0	0	1	1
300	3	38	4	2	1	0	1	0	0	1	1	0	0
301	1	38	5	2	1	0	0	1	0	1	0	1	0
301	2	38	5	2	0	0	0	0	1	0	1	0	1
301	3	38	5	2	1	0	1	0	0	1	1	0	0
302	1	38	6	2	0	1	1	0	0	1	1	0	0
302	2	38	6	2	0	0	0	1	0	1	0	0	1
302	3	38	6	2	1	0	1	0	0	1	1	0	0
303	1	38	7	3	1	0	0	0	0	0	0	0	0
303	2	38	7	3	0	0	1	0	0	0	0	1	0
303	3	38	7	3	1	0	1	0	0	1	1	0	1
304	1	38	8	1	0	1	0	0	0	1	0	1	1
304	2	38	8	1	0	1	0	1	0	0	1	0	0
304	3	38	8	1	1	0	1	0	0	1	1	0	0
305	1	39	1	2	1	0	0	1	0	1	1	0	0
305	2	39	1	2	0	1	0	0	0	1	1	1	1
305	3	39	1	2	1	0	1	0	0	1	1	0	0
306	1	39	2	2	0	1	1	0	0	1	0	0	0
306	2	39	2	2	0	0	0	1	0	1	1	1	1
306	3	39	2	2	1	0	1	0	0	1	1	0	0
307	1	39	3	1	0	1	0	1	1	0	0	0	1
307	2	39	3	1	0	1	0	1	0	0	1	1	0
307	3	39	3	1	1	0	1	0	0	1	1	0	0
308	1	39	4	2	1	0	1	0	1	0	1	1	0
308	2	39	4	2	0	1	0	1	1	0	0	1	1
308	3	39	4	2	1	0	1	0	0	1	1	0	0
309	1	39	5	2	1	0	0	1	0	1	0	1	0
309	2	39	5	2	0	0	0	0	1	0	1	0	1
309	3	39	5	2	1	0	1	0	0	1	1	0	0
310	1	39	6	2	0	1	1	0	0	1	1	0	0
310	2	39	6	2	0	0	0	1	0	1	0	0	1
310	3	39	6	2	1	0	1	0	0	1	1	0	0
311	1	39	7	1	1	0	0	0	0	0	0	0	1
311	2	39	7	1	0	0	1	0	0	0	0	1	0
311	3	39	7	1	1	0	1	0	0	1	1	0	0
312	1	39	8	1	0	1	0	0	0	1	0	1	1
312	2	39	8	1	0	1	0	1	0	0	1	0	0
312	3	39	8	1	1	0	1	0	0	1	1	0	0
313	1	40	1	3	1	0	0	1	0	1	1	0	0
313	2	40	1	3	0	1	0	0	0	1	1	1	0
313	3	40	1	3	1	0	1	0	0	1	1	0	1
314	1	40	2	2	0	1	1	0	0	1	0	0	0
314	2	40	2	2	0	0	0	1	0	1	1	1	1
314	3	40	2	2	1	0	1	0	0	1	1	0	0
315	1	40	3	3	0	1	0	1	1	0	0	0	0
315	2	40	3	3	0	1	0	1	0	0	1	1	0
315	3	40	3	3	1	0	1	0	0	1	1	0	1
316	1	40	4	3	1	0	1	0	1	0	1	1	0
316	2	40	4	3	0	1	0	1	1	0	0	1	0
316	3	40	4	3	1	0	1	0	0	1	1	0	1
317	1	40	5	3	1	0	0	1	0	1	0	1	0
317	2	40	5	3	0	0	0	0	1	0	1	0	0
317	3	40	5	3	1	0	1	0	0	1	1	0	1
318	1	40	6	3	0	1	1	0	0	1	1	0	0
318	2	40	6	3	0	0	0	1	0	1	0	0	0
318	3	40	6	3	1	0	1	0	0	1	1	0	1
319	1	40	7	3	1	0	0	0	0	0	0	0	0
319	2	40	7	3	0	0	1	0	0	0	0	1	0
319	3	40	7	3	1	0	1	0	0	1	1	0	1
320	1	40	8	3	0	1	0	0	0	1	0	1	0
320	2	40	8	3	0	1	0	1	0	0	1	0	0
320	3	40	8	3	1	0	1	0	0	1	1	0	1
321	1	41	1	2	1	0	0	1	0	1	1	0	0
321	2	41	1	2	0	1	0	0	0	1	1	1	1
321	3	41	1	2	1	0	1	0	0	1	1	0	0
322	1	41	2	2	0	1	1	0	0	1	0	0	0
322	2	41	2	2	0	0	0	1	0	1	1	1	1
322	3	41	2	2	1	0	1	0	0	1	1	0	0
323	1	41	3	1	0	1	0	1	1	0	0	0	1
323	2	41	3	1	0	1	0	1	0	0	1	1	0
323	3	41	3	1	1	0	1	0	0	1	1	0	0
324	1	41	4	2	1	0	1	0	1	0	1	1	0
324	2	41	4	2	0	1	0	1	1	0	0	1	1
324	3	41	4	2	1	0	1	0	0	1	1	0	0
325	1	41	5	2	1	0	0	1	0	1	0	1	0
325	2	41	5	2	0	0	0	0	1	0	1	0	1
325	3	41	5	2	1	0	1	0	0	1	1	0	0
326	1	41	6	1	0	1	1	0	0	1	1	0	1
326	2	41	6	1	0	0	0	1	0	1	0	0	0
326	3	41	6	1	1	0	1	0	0	1	1	0	0
327	1	41	7	3	1	0	0	0	0	0	0	0	0
327	2	41	7	3	0	0	1	0	0	0	0	1	0
327	3	41	7	3	1	0	1	0	0	1	1	0	1
328	1	41	8	2	0	1	0	0	0	1	0	1	0
328	2	41	8	2	0	1	0	1	0	0	1	0	1
328	3	41	8	2	1	0	1	0	0	1	1	0	0
329	1	42	1	1	1	0	0	1	0	1	1	0	1
329	2	42	1	1	0	1	0	0	0	1	1	1	0
329	3	42	1	1	1	0	1	0	0	1	1	0	0
330	1	42	2	2	0	1	1	0	0	1	0	0	0
330	2	42	2	2	0	0	0	1	0	1	1	1	1
330	3	42	2	2	1	0	1	0	0	1	1	0	0
331	1	42	3	2	0	1	0	1	1	0	0	0	0
331	2	42	3	2	0	1	0	1	0	0	1	1	1
331	3	42	3	2	1	0	1	0	0	1	1	0	0
332	1	42	4	2	1	0	1	0	1	0	1	1	0
